raf,mek,plc,pip2,pip3,erk,akt,pka,pkc,p38,jnk
56.7,33.7,39.2,135.0,59.9,17.8,25.3,365.0,24.6,28.9,8.06
204.0,75.7,24.6,49.1,105.0,24.6,51.9,1009.0,22.3,27.4,4.87
51.9,1.03,89.8,542.0,150.0,18.8,25.0,281.0,3.75,1.11,1.5
48.7,28.9,32.2,31.3,17.0,32.8,57.8,1298.0,19.1,49.6,54.7
35.5,23.7,2.89,4.26,12.9,13.0,22.7,470.0,7.77,33.4,16.3
82.8,23.9,10.0,7.17,13.8,32.8,40.0,215.0,3.25,13.3,77.0
147.0,235.0,6.61,22.3,47.0,2.07,47.4,151.0,1.2,12.6,4.74
14.2,12.3,18.1,73.7,28.4,6.61,13.6,322.0,2.79,8.82,39.2
30.5,15.8,29.4,129.0,28.6,103.0,163.0,1554.0,4.37,9.65,9.47
38.9,1.5,20.4,25.7,17.8,15.0,16.8,375.0,12.7,237.0,12.6
21.7,18.6,29.2,414.0,168.0,5.73,15.3,382.0,34.0,68.5,43.3
26.7,15.7,25.3,31.1,5.67,8.66,29.7,1009.0,12.6,42.6,33.7
53.3,21.5,6.85,2.92,39.2,19.1,55.7,679.0,64.9,114.0,47.8
37.5,29.7,1.81,1.01,5.62,27.9,50.0,289.0,14.7,28.1,1.0
487.0,723.0,10.7,40.3,30.5,1.0,89.0,163.0,1.07,36.2,10.5
73.0,43.7,3.59,1.0,18.8,131.0,231.0,1186.0,9.14,18.1,11.7
117.0,198.0,231.0,426.0,6.67,44.9,231.0,10.5,1018.0,5328.0,2148.0
181.0,331.0,483.0,843.0,17.8,3.72,28.6,71.0,982.0,5003.0,2864.0
54.7,28.4,12.6,250.0,30.5,24.6,35.2,389.0,13.1,32.8,11.5
71.0,22.5,10.7,1.53,31.3,16.1,34.9,429.0,3.34,9.22,5.99
62.6,37.9,1.18,1.95,14.5,17.3,32.8,372.0,1.02,26.7,52.8
37.9,19.6,14.5,19.8,12.5,6.26,19.6,791.0,2.48,14.1,87.4
41.4,28.9,13.8,81.3,11.5,28.6,44.5,379.0,8.82,26.7,52.8
30.0,23.7,3.34,86.6,14.1,29.4,44.1,343.0,30.2,21.9,15.4
46.6,21.3,17.5,56.7,35.9,46.1,75.0,359.0,25.9,39.6,16.4
73.7,20.7,6.98,453.0,57.8,20.5,44.5,644.0,21.3,32.8,11.4
73.0,37.9,43.3,68.5,11.5,21.3,48.7,1104.0,8.43,20.9,1.0
225.0,343.0,372.0,621.0,12.7,12.1,53.8,136.0,71.7,400.0,308.0
90.6,57.8,28.9,23.3,1.93,16.0,35.9,396.0,42.2,95.6,100.0
31.3,19.1,20.7,110.0,27.1,41.0,83.5,813.0,25.7,39.2,58.8
21.7,1.67,43.7,60.4,40.3,29.2,39.6,400.0,1.5,10.4,1.49
20.0,21.5,3.37,1.0,21.7,16.1,38.2,615.0,20.0,39.2,50.9
62.6,3.08,9.82,155.0,40.3,23.3,30.2,457.0,1.7,8.9,1.76
54.2,24.4,7.64,25.7,57.8,21.9,32.8,433.0,27.9,54.2,5.94
151.0,85.8,19.3,95.6,11.9,5.73,14.5,250.0,20.9,60.4,88.2
40.0,20.0,7.04,33.7,15.3,17.3,30.2,483.0,11.4,15.4,17.2
1.0,1.54,27.6,23.3,17.9,89.0,114.0,2329.0,1.0,1.0,1.38
74.3,42.2,24.1,28.6,7.57,18.4,37.9,552.0,22.5,39.6,47.8
365.0,533.0,16.1,50.5,23.7,3.89,70.4,186.0,1.0,10.0,3.08
58.8,17.3,5.28,1.0,1.1,46.6,53.8,259.0,27.9,80.6,184.0
111.0,107.0,4.53,5.38,9.06,12.3,20.2,319.0,2.35,105.0,5.28
40.3,14.6,12.2,64.4,20.7,19.1,29.2,382.0,22.1,36.2,17.8
257.0,461.0,799.0,1370.0,56.2,7.43,17.0,1.19,66.1,461.0,255.0
126.0,21.9,20.9,25.0,9.91,16.7,23.7,474.0,14.1,24.4,48.7
31.6,22.9,26.4,18.1,7.64,11.5,33.7,632.0,14.2,20.9,26.2
40.0,1.88,20.9,13.3,19.5,17.5,23.9,346.0,1.0,2.27,1.19
10.6,14.6,14.7,22.3,9.91,12.7,44.9,1065.0,14.2,30.0,76.4
78.4,22.1,30.0,328.0,35.2,12.3,22.9,253.0,16.7,25.9,10.6
38.5,27.1,34.0,31.6,3.62,114.0,202.0,2017.0,33.4,77.7,167.0
56.7,25.9,21.3,21.3,16.1,22.1,32.5,922.0,9.06,23.9,27.1
58.3,1.01,16.8,16.7,13.3,13.2,12.5,271.0,3.52,2.44,1.29
151.0,262.0,302.0,509.0,2.15,14.7,168.0,4.96,352.0,1963.0,1420.0
213.0,331.0,3.62,289.0,59.9,1.0,28.6,55.2,1.33,8.66,6.26
88.2,33.7,12.0,56.2,16.7,10.0,16.3,407.0,15.5,38.5,11.1
25.5,23.5,20.7,34.9,50.9,44.1,71.0,604.0,7.04,41.4,319.0
25.5,12.4,7.04,225.0,29.7,13.5,23.3,346.0,20.9,36.8,13.0
